video_id,title,published_at,subscriberCount,videoCount,viewCount,video_published_date,video_commentCount,video_viewCount,video_likeCount,video_dislikeCount,likesVSviews,rating,raw_rating
qQi3_PpYzIM,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-02-14 08:00:03,8560,9293884,155733,1734,0.01656992921366352,0.35316816261496364,0.016569929213663518
RG6EOci0suI,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2015-09-06 14:00:01,3777,11980727,84202,2661,0.006806014359562654,0.1325745415833594,0.006806014359562654
bWahgmZEx8Y,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2015-08-16 14:00:02,2588,15414681,100193,2698,0.006324814636125133,0.12170291979858873,0.006324814636125132
_FyGoUniJi4,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2010-10-22 09:11:51,285,591319,4047,145,0.006598807073677659,0.1278931605819362,0.006598807073677659
j71bDdVbjp4,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-01-12 01:53:50,5698,14270023,67495,2576,0.004549326935212368,0.08158978209778972,0.004549326935212368
CECjWWNBiKs,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2013-09-05 07:29:03,1077,421354,8166,162,0.018995903681939652,0.4079775808128791,0.01899590368193965
Ahu_2lXtHiw,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-07-09 16:00:01,229,299446,5574,235,0.017829591979856136,0.381627400023861,0.017829591979856136
hZZCQV2sRFY,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2014-10-10 11:00:03,36,127809,784,51,0.005735120374934472,0.10838010878257813,0.005735120374934472
O5QJb9vtb7Y,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2013-04-11 06:50:37,81,205717,1347,25,0.006426304097376493,0.1239958451352513,0.006426304097376493
lK8G_VAuEnk,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2011-11-21 02:01:38,323,705477,6350,133,0.00881247723171698,0.17790604201610818,0.00881247723171698
Ycn-V2oZOEg,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2009-10-20 19:35:05,644,306500,5340,452,0.01594779771615008,0.33911250544824184,0.01594779771615008
qWvIuJLwuFY,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-04-19 08:35:00,524,573132,16004,377,0.027265970143003707,0.5948210687046158,0.02726597014300371
3EMr6C8YuiE,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-06-02 15:36:15,92,108950,1473,45,0.013106929784304727,0.2749295057680341,0.013106929784304729
CHFNSxkPo2Q,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-07-18 13:00:00,110,119032,2922,35,0.024253982122454467,0.5267719968020981,0.024253982122454467
RaJ5W9kGLTI,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2014-10-15 11:00:02,44,117194,883,95,0.0067238937146952915,0.13071921094155914,0.006723893714695292
xmBh5X1arLQ,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-05-05 00:30:01,13,18588,145,7,0.007424144609425436,0.14653979958938676,0.007424144609425436
qNLiawzfeoc,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-12-14 12:00:04,38,46520,620,39,0.012489251934651762,0.2609744687237757,0.012489251934651762
4-8uxoDXhjE,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2012-01-12 22:10:30,37,78844,447,31,0.005276241692455989,0.0980127805443945,0.005276241692455989
mPCPxNnoU3M,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2014-05-09 20:20:01,38,138716,929,49,0.006343896882839759,0.12213404009849893,0.0063438968828397595
VpPKMW47tRE,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2010-05-25 01:11:13,92,130053,531,17,0.003952234858096314,0.06809983412625538,0.003952234858096314
iMNOLFPU1L4,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-06-18 14:00:03,1941,1862586,44399,947,0.023328855687737373,0.5058708528249373,0.023328855687737373
qkWmvgVC-d8,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-03-24 23:35:53,506,183448,1916,115,0.009817495966159348,0.20061217220548888,0.009817495966159348
822VEn7ufq0,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2011-12-15 19:40:42,526,665130,8898,496,0.012632117029753582,0.2642021831312092,0.012632117029753582
92IdwDqYW3E,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2015-06-12 11:00:00,85,117964,1184,163,0.008655182937167272,0.17435233241081,0.008655182937167272
U6iOBwOxqUg,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2011-01-24 10:30:00,791,796946,5682,616,0.006356766957861637,0.12242481039857298,0.006356766957861637
yWPp4sb-oqQ,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2014-07-10 15:40:35,142,231265,2623,165,0.010628499772987698,0.21893497295620845,0.010628499772987698
SaWbz6eHv1g,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2009-02-26 18:52:29,96,102665,474,27,0.004353966785175084,0.07717606039435823,0.004353966785175085
2XTLQEaKPII,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-11-09 18:28:19,6035,8142450,183571,7808,0.021586009125017656,0.4664951679774447,0.021586009125017656
iWK_aX3qol0,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-10-19 17:30:48,7091,11494215,149697,10997,0.012066939760566511,0.2514332782198389,0.012066939760566513
3n37QLx0vsA,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-10-12 17:28:16,6400,8784979,129716,5822,0.014102936387212764,0.297432027183877,0.014102936387212762
ePpmJp-wb0Y,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-10-05 17:58:17,12323,16117755,237115,30030,0.012848253370273961,0.2690852959711256,0.01284825337027396
80RrEK-sHDc,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-09-07 17:32:24,14060,21434935,331764,43745,0.013436896356345377,0.2823843557983231,0.013436896356345377
0zx_lakXJ1Q,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-07-06 17:30:27,12469,14683745,259855,9424,0.017054981545920337,0.3641268254014807,0.017054981545920337
5XVCf-CAEPk,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-06-29 17:30:00,14264,39505638,383315,19899,0.009199092038457903,0.1866407310663301,0.009199092038457904
LxONIU-9_Zo,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-05-25 17:30:00,9810,11865906,252884,11137,0.020373244150088496,0.43909548032372,0.020373244150088496
KkI0yPyKdqo,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-05-11 17:30:09,15336,32764299,614137,13536,0.018330958339746562,0.3929546414474394,0.01833095833974656
3CG77Qn5q2s,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-05-07 18:00:03,51390,30330912,699490,42170,0.021671620029097706,0.4684293531493766,0.021671620029097702
fXOY7AtFVNE,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-04-20 17:30:01,7669,7771601,193017,5273,0.024157699295164536,0.5245967036095192,0.024157699295164536
-5I4FCUo7AA,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-04-13 19:00:01,10326,11214340,236206,9788,0.020190042392151476,0.43495645005086697,0.02019004239215148
h_O8ZvB3uEk,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-04-06 19:06:16,14801,42429567,495327,44518,0.010624878637106996,0.21885316156312407,0.010624878637106995
l9jZFwwZQJs,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-03-30 17:30:01,8983,7835112,166430,12731,0.019616694694345148,0.42200295274377897,0.019616694694345148
psnbQ_sF-yE,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-03-23 17:29:45,7697,11533114,232861,14815,0.018906082086763386,0.40594826457827,0.018906082086763386
_FCw2r-5y9o,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-03-16 17:30:01,21420,46238644,512022,26306,0.010504546802886348,0.21613453533248267,0.010504546802886348
4Wi1PzmHKvg,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-02-16 18:30:19,21676,22674034,451481,27005,0.018720797543127967,0.40176217846296974,0.018720797543127967
mddRihBrWOk,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-02-09 18:30:50,13855,26071076,409123,14072,0.015152846012186071,0.32115236573553096,0.015152846012186073
xJrOUJpCxOE,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-01-26 18:30:01,28154,61156879,1012216,45708,0.015803749566749473,0.3358580625988313,0.015803749566749473
g9_DMwbPzxw,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-01-19 18:30:01,11341,12748979,291563,12490,0.021889831334728844,0.4733593451432119,0.021889831334728844
eYXGLm9Og74,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-01-12 18:32:35,15379,20136030,374083,14905,0.01783757771517027,0.3818078196911633,0.017837577715170267
UfR5dKcKJvY,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-12-29 18:30:20,15715,32080556,452960,31420,0.013140046575252624,0.2756777049218884,0.013140046575252624
hahi5hfIVX0,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-12-22 18:30:01,12062,28155417,419918,15422,0.014366542679868673,0.3033876164626242,0.014366542679868671
TnFSFLaR6Ak,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-12-08 20:00:03,5034,9896006,172950,7796,0.016688955119873613,0.3558572843494106,0.016688955119873613
sxxJug2Ob_A,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-12-02 18:30:25,21562,22327256,422645,32089,0.017492342095240008,0.3740079999828297,0.017492342095240008
T8jBIVi6rrM,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-11-03 17:30:00,8090,13426584,191302,12676,0.013303905148174696,0.2793797195828181,0.013303905148174696
t4YAyT4ihIQ,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-11-10 18:30:01,8355,21863678,293135,16277,0.012662919752111241,0.26489810112763185,0.012662919752111241
GGHIOGtHjYg,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-10-21 19:00:26,20117,53660962,600893,49158,0.01028186934106772,0.21110364061876372,0.01028186934106772
vugXtE96XuY,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-10-13 17:30:00,18416,27280365,335770,25768,0.011363557635684127,0.23554194649324764,0.011363557635684128
JhyTKIwar1k,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-09-29 17:30:01,7541,14548256,269010,9701,0.017824060835883008,0.38150243630841374,0.017824060835883008
F983f0IjsC4,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-03-16 17:30:01,23843,72217456,1005125,28424,0.013524444837824251,0.28436231615887786,0.013524444837824251
VQWKFfeImHQ,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-11-24 20:00:25,22828,139013429,1009977,76719,0.006713437735573014,0.13048298169023126,0.006713437735573014
URy7P-wUW-c,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-05-12 18:30:01,22272,32429803,578417,19556,0.017232944646626436,0.3681475000367457,0.017232944646626436
ZrlZxvWyij0,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-10-19 20:30:43,22084,32895564,439936,13860,0.012952384704515174,0.2714379084658437,0.012952384704515173
j7atmT06CDM,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-06-01 17:30:01,18453,11218350,332412,8830,0.028843992209192974,0.6304729160271333,0.028843992209192974
6bAhtt0DwR0,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-01-12 18:30:34,10614,31991693,473069,16418,0.01427404920396054,0.30129793511275,0.01427404920396054
R5sO5cx9ifQ,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-02-02 19:00:07,18611,62773570,796818,19448,0.012383714993427967,0.25859009971144475,0.012383714993427969
RgRSW3JvSYo,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-01-01 17:03:27,13277,26273578,449070,8558,0.01676634982871385,0.35760584313211896,0.01676634982871385
ev9HRduIaPw,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-04-13 17:30:16,25193,77691790,859626,34246,0.010623773760393473,0.21882819936725573,0.010623773760393472
73GPJx62y4w,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-03-10 17:11:58,8858,23095700,360519,7338,0.015292067354529199,0.32429775777256337,0.0152920673545292
sifWeixQbKs,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-05-19 18:30:02,9343,28433622,465764,13255,0.01591457465390797,0.33836190533432675,0.01591457465390797
LmNWqpoo6Qk,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-02-23 18:33:35,13943,30968562,491896,12299,0.015486576354433247,0.3286922496596007,0.015486576354433247
oGqRCcKDFv4,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-11-17 18:11:28,18529,44847597,691807,16888,0.015049167517269655,0.3188099841233937,0.015049167517269656
Dy-PO0GAgzg,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-01-26 18:00:05,23130,42135290,501849,17542,0.011494094380268891,0.2384911296432356,0.011494094380268893
UKdaC68YNew,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-05-05 19:38:46,8423,31594827,496779,11817,0.0153494114716944,0.3255933186863314,0.0153494114716944
DB2_HgP7Hjw,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-12-01 18:00:05,16245,46448657,692428,17657,0.014527244565973135,0.3070183129088865,0.014527244565973138
8woNZPOyb_8,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-03-30 17:30:00,9256,25552262,430523,9282,0.016485468096718796,0.3512599542885273,0.016485468096718796
s9yzg-zpoqc,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-06-09 19:30:01,17898,32359681,554972,13391,0.016736289829309504,0.35692670528465736,0.016736289829309504
VWMHawfdiGY,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-03-23 17:30:01,12916,27979799,368468,10817,0.012782472097101198,0.2675991165582486,0.012782472097101198
WgWXXJcz6P0,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-03-03 20:30:39,15356,29777301,476420,9826,0.0156694523791797,0.33282392072612393,0.0156694523791797
nWLCgtZDE1g,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-02-16 19:33:53,9704,22286727,339902,10660,0.014773008167596795,0.31257078685095097,0.014773008167596796
_kgz8BFwlnk,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-02-09 17:00:04,10109,16745705,295318,6259,0.017261679935243097,0.3687967090335524,0.017261679935243097
kaf4p10SiWY,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-12-22 20:55:29,26973,39626195,560508,18262,0.013684028961145525,0.2879677592776089,0.013684028961145523
uUrCpbb2pPU,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-11-10 17:00:09,8867,31874407,419115,11223,0.012796849836296562,0.26792394912784245,0.012796849836296562
9ovlOgpfuhU,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-08-31 22:11:59,23914,25352163,371247,6987,0.01436800481284378,0.30342065005747104,0.014368004812843782
5RTJ1127fwQ,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-11-02 21:02:39,7951,34594894,371108,9892,0.01044130963372803,0.21470583420830575,0.01044130963372803
9Pi-i_97ey8,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-10-26 19:12:55,7643,24212742,370424,7907,0.014972158048022814,0.3170701289598937,0.014972158048022812
YVp3iH6e8Hk,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-04-27 19:00:03,9529,18185130,388826,6240,0.02103839785583056,0.4541231271933162,0.02103839785583056
UQ4aM9QJD0k,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-10-12 22:01:51,8525,47169948,390245,24315,0.007757693521307253,0.15407558450380132,0.007757693521307253
dXZHXIDV0sc,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-07-08 17:00:17,11626,22772337,381316,10911,0.01626556817598475,0.34629181184729,0.01626556817598475
MRoh2VmmOdA,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-09-28 22:00:39,8704,18954089,356842,5542,0.01853425928304969,0.3975477674540167,0.018534259283049692
pQIko8-lmLM,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-09-07 22:28:17,16411,28584134,543608,13425,0.01854815682014365,0.3978617509408443,0.01854815682014365
idj65grglY4,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-01-20 18:30:05,14614,32736370,448772,16230,0.013212888295189722,0.2773233991954661,0.013212888295189722
RRACuqC1OH8,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-09-21 20:46:50,5325,16596551,280213,6903,0.01646787938048092,0.3508625769391559,0.01646787938048092
-fkRTyUXfnM,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-07-14 17:30:01,5995,9638153,215565,4307,0.02191892990285587,0.4740167616207101,0.02191892990285587
06O-9Ga9UDE,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-08-25 21:13:09,9283,10978667,243084,5682,0.021623936676465366,0.4673520554079202,0.02162393667646537
NAV37pV8UUw,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-12-08 18:09:53,6847,27699538,404798,7023,0.014360347815187387,0.3032476574756537,0.014360347815187387
14vxd8RKz3U,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-09-14 21:51:09,5960,17548749,275022,9305,0.015141649128379465,0.32089939741492624,0.015141649128379462
c2kIAgkN1TI,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-12-15 19:17:53,10406,22145181,397335,6210,0.017661856094109144,0.3778377862299296,0.017661856094109144
aAjo8ylDTw4,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-06-16 17:30:00,4934,13709979,234485,5422,0.01670775717453688,0.3562820743422548,0.01670775717453688
CQbHdPKNGQg,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-10-11 15:58:17,9777,10765845,217135,4415,0.019758783448953612,0.4252131274898019,0.01975878344895361
UQMJi5-1YaE,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-09-28 17:34:08,3261,5350939,87850,2987,0.01585945943319481,0.3371167013057433,0.01585945943319481
D5Jx_iaA1GQ,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-09-08 16:00:05,4317,3840533,106378,2467,0.02705640076520629,0.5900863215671748,0.027056400765206292
s2V65ud0lis,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-08-30 16:01:56,4209,5129955,114585,2261,0.021895708636820402,0.4734921295201392,0.0218957086368204
B4z55ybwVYk,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-08-16 18:00:29,4053,4831628,97879,2393,0.019762696962597286,0.42530154449860574,0.019762696962597286
JcIHs0nnXsQ,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-07-19 18:00:22,9825,11124190,263172,4756,0.023230095854170057,0.5036395972656016,0.023230095854170057
R7aVz8Nexo4,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-07-13 16:00:02,4679,6375958,132063,2834,0.02026816989697862,0.4367215647051335,0.02026816989697862
WXxGepTosPQ,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-06-02 18:30:01,8086,9477300,179158,4365,0.01844333301678748,0.3954934936692305,0.01844333301678748
AZ1eicNuTZI,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-12-13 17:00:19,9167,20978445,295250,9712,0.013611018357175663,0.2863182494504465,0.013611018357175665
9SK1I0V6U5c,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-11-14 18:01:03,16663,26364743,382306,9264,0.014149275037499891,0.2984789444105529,0.014149275037499891
92-b5Su0bw8,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-11-03 16:00:01,13871,23697503,290519,11849,0.01175946680964657,0.24448662079541306,0.01175946680964657
G1VEccH7jJ8,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-10-20 18:30:53,4901,7034905,136220,3127,0.018918947732769666,0.406238934814732,0.018918947732769663
HmFLsF8WpkE,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-08-25 16:00:17,17855,21456302,396873,7360,0.018153780646823485,0.388951711328532,0.018153780646823485
qhb5kk8fvbs,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-11-18 20:00:46,10160,25219759,373240,8896,0.014446767710984075,0.30520011998969937,0.014446767710984075
h-DKrJ44SPw,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-01-19 18:24:32,8622,27598872,370158,8863,0.013090933571487995,0.2745681074395191,0.013090933571487995
Mnjx-Konjxk,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-01-04 19:00:38,4426,15012939,216353,3998,0.014144798696644275,0.2983778115910776,0.014144798696644275
SKc9Nr97o3Y,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-08-17 00:38:38,11542,24287036,347385,6864,0.014020689885748101,0.2955738530962925,0.0140206898857481
FS6QId6vDq4,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-02-18 17:08:18,6472,14207328,212640,4727,0.014634208487338365,0.30943492131712,0.014634208487338363
AwDC9lIQ1rc,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-03-05 17:00:01,7008,9896249,180460,3226,0.01790920984304255,0.3834261859618307,0.01790920984304255
Buc6dNl_FyM,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-10-04 19:02:21,10275,12459513,185904,6364,0.014409873002259398,0.3043665673096425,0.014409873002259398
CR6Bdbzt0nQ,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-01-11 20:00:03,5355,10394026,170394,3857,0.016022376699846623,0.3407974492758263,0.016022376699846626
Q1d34QFM7CU,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-03-29 17:00:03,15532,26363130,367969,21231,0.013152383650954952,0.27595643330520425,0.013152383650954952
6fYRJtKF3dU,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-08-23 21:45:52,2459,7503550,116524,2156,0.015241852189963417,0.3231632594542365,0.015241852189963415
BvX1n2CRGe4,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-02-03 18:52:28,3989,4060039,89571,916,0.021835997141899377,0.4721430830486507,0.021835997141899374
HbKFHtsiaDQ,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-07-14 18:00:47,11721,25622964,441493,9033,0.016877828810125166,0.36012445913255536,0.016877828810125166
i1L1HWysmDg,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-12-16 18:16:53,3236,6556011,105621,2809,0.015682096933638458,0.3331095958980267,0.015682096933638458
lxdW35PWVwg,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-03-15 16:00:11,3786,10412234,160441,2774,0.015142475668526082,0.32091807122421223,0.01514247566852608
A3xF2S_CIac,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-06-24 18:30:00,3326,9462283,139418,3596,0.014354041197034585,0.30310517367119844,0.014354041197034585
M6kYo6uE9Ss,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-05-26 18:00:02,4194,10244712,145109,3776,0.01379570260247433,0.2904907731795746,0.013795702602474329
HhvFwOoN2b4,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-07-06 18:30:56,3598,8761700,131589,4589,0.014494903956994647,0.30628764983495205,0.014494903956994647
x1kshVkVoMQ,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2016-10-30 19:46:21,5192,17045033,223153,6255,0.012724997364334818,0.26630060467974376,0.01272499736433482
OOR2BqeHL1U,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2017-05-03 18:30:01,4821,12328352,195294,5566,0.015389567072711746,0.32650054386859484,0.015389567072711746
MEjZJ6Dea1k,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-02-05 12:00:02,971,3237160,24046,687,0.0072158929431971235,0.14183482317105248,0.0072158929431971235
OFfVbjLWtGw,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2011-02-23 01:37:00,168,490077,3131,109,0.006166377936528342,0.11812340012941895,0.0061663779365283425
pgkdYA3z3fc,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2015-07-15 11:00:00,819,2518222,20887,718,0.008009222379917259,0.1597583114165031,0.008009222379917259
r-Qlk88YKTU,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2014-12-19 18:25:00,529,1479134,10935,389,0.007129847600014603,0.13989082282803764,0.007129847600014603
D6yWD0LYIXk,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2012-01-25 19:11:20,132,499876,2850,66,0.0055693812065392215,0.10463560631103933,0.0055693812065392215
EXgvsiMjCwc,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2012-01-25 19:02:32,700,2212596,14794,374,0.00651723134273044,0.12605014104040574,0.00651723134273044
btBYo6GgKqM,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2010-08-24 17:48:34,237,735041,3477,121,0.004565731707482984,0.0819604109051327,0.0045657317074829845
N4xiCqXabO0,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2011-03-05 09:54:17,317,1382165,6933,248,0.004836615020637912,0.08808040803935457,0.004836615020637911
FyEtg5LK6TU,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2011-03-31 00:49:40,1125,1650332,14506,816,0.008295300581943513,0.16622160277311268,0.008295300581943513
NVYkc3PWj0c,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2011-03-31 19:21:57,261,283278,1710,53,0.005849377643163253,0.11096149390364768,0.005849377643163253
ioSI3KsE2_k,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-05-03 14:03:11,7495,9169240,200539,5907,0.02122662292621853,0.4583756478744415,0.021226622926218533
xs_zLnXsZH4,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2018-03-01 15:00:08,2085,4461641,82361,1903,0.018033275200761333,0.3862291627301372,0.018033275200761333
6LrJh2Sltxw,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2011-04-29 23:56:24,34,84254,457,19,0.005198566240178508,0.09625787899730033,0.005198566240178508
ulr0n8Z3FY0,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2011-07-27 02:15:28,379,454758,5433,103,0.011720519485088772,0.24360669389292786,0.011720519485088772
3lvFl-qTD70,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2011-09-02 22:07:07,379,440300,5433,103,0.012105382693617987,0.25230180953454395,0.012105382693617987
Xfc3wx-mXcY,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2011-09-02 23:25:19,379,145234,5433,103,0.036699395458363746,0.8079480244535662,0.03669939545836375
JTU4Un-eCMU,English stand up comedy,2017-08-12T10:30:40.000Z,24,0,0,2011-09-03 07:52:21,379,89260,5433,103,0.059713197400851445,1.0,0.05971319740085145
