video_id,title,published_at,subscriberCount,videoCount,viewCount,video_published_date,video_commentCount,video_viewCount,video_likeCount,video_dislikeCount,likesVSviews,rating,raw_rating
qWPVTGV6uoM,East India Comedy,2012-05-30T18:29:07.000Z,1490000,209,185342737,2014-02-07 12:21:06,769,1395304,25926,2415,0.016850091449605246,0.3594977960689812,0.016850091449605246
KhzAccxnz-o,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2020-02-28 01:30:01,811,358722,19486,340,0.05337280679746433,1.0,0.05337280679746433
_ssrI0Sx9rk,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2020-02-14 16:30:01,874,457809,23848,213,0.051626333252513604,1.0,0.0516263332525136
LZygXTVLHOc,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2020-02-07 16:30:01,421,207926,11361,84,0.054235641526312245,1.0,0.05423564152631225
FQlXJaoU-6U,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2020-01-24 01:30:00,404,241408,11289,82,0.04642348223753977,1.0,0.04642348223753977
0Eo9owk869s,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2020-01-14 01:30:00,485,213218,11798,62,0.05504225722030973,1.0,0.05504225722030973
nc75y7q-8NU,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2019-12-27 16:30:02,644,310855,17099,114,0.0546396229753422,1.0,0.0546396229753422
RGAUU15mlq4,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2019-12-23 16:30:01,611,367660,17244,120,0.046575640537453084,1.0,0.04657564053745309
um5XSNNvEdg,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2019-12-20 01:30:02,650,309198,15838,114,0.050854145240266754,1.0,0.05085414524026675
FHGx0FLyV0Y,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2019-12-09 16:30:01,3751,2515814,86493,5612,0.03214903804494291,0.7051429678944221,0.032149038044942915
TBOcKwMVTNQ,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2019-12-06 16:30:02,1156,737938,35436,394,0.047486374194037985,1.0,0.04748637419403799
v0bwcz5oKLA,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2019-11-22 01:30:02,560,474571,23755,125,0.04979233876490557,1.0,0.04979233876490557
gCZzSUhZazc,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2019-11-08 01:30:02,504,349540,17220,146,0.04884705613091492,1.0,0.04884705613091492
aZyOHhmvJFU,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2019-10-15 00:30:02,601,401426,16526,150,0.04079456736733545,0.900469191797376,0.04079456736733545
l85yfV8Srnw,Drew Lynch,2012-02-28T20:41:16.000Z,2190000,499,154190435,2019-09-27 00:30:03,392,221236,9735,110,0.04350557775407257,0.9617183533069581,0.04350557775407257
