title,published_at,subscriberCount,videoCount,viewCount,video_published_date,video_commentCount,video_viewCount,video_likeCount,video_dislikeCount,video_favoriteCount,video_id
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2017-01-30T12:01:03.000Z,15,17823,195,3,0,NPfN5gY1RyY
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2017-01-20T12:00:30.000Z,659,1077151,18078,1138,0,lychTT79gKI
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2017-01-12T20:00:02.000Z,220,499982,5038,130,0,e8rZ0Mynbdc
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2017-01-16T12:00:06.000Z,233,325058,2484,105,0,xVR4GXTxKzw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2017-01-27T12:00:01.000Z,24,25910,285,31,0,WK4Mkr6r_V8
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2017-01-25T12:00:31.000Z,6,20005,204,6,0,LVsNYMqRDkY
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2017-01-18T12:00:30.000Z,21,26508,253,16,0,YXWT5OmFdDs
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2017-01-13T12:00:05.000Z,485,320030,4986,547,0,sbwOK2jOiSw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2017-01-04T12:00:04.000Z,60,35096,416,50,0,ll-bAGV4Fk8
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2017-01-06T12:00:01.000Z,47,119219,1643,44,0,_61NTdeMR04
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2017-01-09T12:00:01.000Z,32,117171,317,101,0,DMCsmC8wWJg
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-12-30T12:00:06.000Z,268,289399,6163,125,0,vCQ8G-ZT2SY
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-12-16T12:00:04.000Z,5,7177,66,26,0,pdU4xwGe718
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-12-21T12:00:00.000Z,16,13827,248,26,0,a2eHgud437s
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-12-14T12:00:04.000Z,37,46322,618,39,0,qNLiawzfeoc
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-12-19T12:00:01.000Z,23,10665,111,10,0,50suNbJOZvs
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-12-12T12:00:02.000Z,71,147444,985,94,0,rNVl2z2nSUw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-12-26T12:00:01.000Z,204,734794,5544,419,0,-xXMeJDfEYU
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-12-09T12:00:05.000Z,34,66414,559,29,0,vIvq2xUGlWw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-12-07T12:00:02.000Z,21,19069,341,17,0,kulj8DHkHRk
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-12-05T21:00:00.000Z,84,34758,511,105,0,akmojUnK_0g
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-11-16T12:00:05.000Z,11,16649,244,23,0,hPWj7Ib3lEs
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-11-21T12:00:01.000Z,10,4881,56,66,0,I7KqRXZrg2I
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-11-18T12:00:02.000Z,1,8486,116,9,0,OCd0eoE1pZw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-11-14T12:00:00.000Z,55,52821,787,38,0,3j8t4rFvytw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-11-07T12:00:01.000Z,2,6516,78,6,0,Yh5CJRfb0Ww
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-11-28T12:00:01.000Z,19,19512,174,54,0,HFH0JFnfu00
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-11-25T12:00:04.000Z,23,21703,224,33,0,zqZAOEThWvY
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-11-30T12:00:02.000Z,67,117247,1177,32,0,qqB8_ynn34c
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-11-23T12:00:02.000Z,24,31374,491,24,0,jKaYDq69M4A
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-11-11T12:00:02.000Z,267,195996,2620,69,0,QtTPPpUHMe0
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-11-09T12:00:01.000Z,9,14518,201,16,0,BZhMPORhc7Y
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-10-21T11:00:03.000Z,133,263625,2463,59,0,oc6LDIkzS3M
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-10-24T11:00:02.000Z,12,42557,369,16,0,suAK-pv6VmU
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-10-26T11:00:00.000Z,16,38224,350,28,0,6-EEVwkBvEI
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-10-31T11:00:02.000Z,38,21582,199,70,0,UH3MDTc8w04
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-10-28T11:00:30.000Z,4,9109,150,10,0,GmWMiWd9iHs
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-11-02T11:00:01.000Z,311,477625,6667,238,0,2_F2OHPK7pg
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-11-04T11:00:04.000Z,267,67290,1598,131,0,kE797nCuU-A
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-10-19T11:00:01.000Z,7,13749,83,48,0,_XRjH3yUX-M
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-28T14:00:05.000Z,0,457,5,1,0,O-QpvijYrUg
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-23T14:00:02.000Z,2,794,14,2,0,VfItpCdN8pk
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-25T14:00:02.000Z,0,543,4,1,0,YR4ewAaGcl0
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-10-01T14:00:01.000Z,1,1352,9,3,0,K82o5aqB6sg
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-24T14:00:01.000Z,0,487,5,1,0,BEMVPWwVSe0
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-30T14:00:01.000Z,0,314,2,1,0,43WiP97v-U8
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-26T14:00:05.000Z,0,553,8,1,0,uerHHao3zvA
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-27T14:00:04.000Z,1,581,7,1,0,gEIY2mxA8Yw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-29T14:00:05.000Z,2,317,6,1,0,pwXF0RpzsbY
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-22T14:23:32.000Z,0,463,5,1,0,berxE7tJmB0
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-26T11:00:00.000Z,15,8538,45,69,0,Lgn8SSy0gQs
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-28T11:00:02.000Z,83,51071,714,36,0,QjmDDXot3vk
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-30T11:00:03.000Z,3,9184,146,9,0,NcxbXDAGMgE
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-10-03T11:00:03.000Z,47,43930,578,28,0,pAqPnK5-8WE
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-21T19:00:01.000Z,309,379302,6901,306,0,ESlnazJSkDY
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-10-10T11:00:04.000Z,7,8576,178,19,0,bIIyzJXswSo
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-10-12T11:00:02.000Z,29,51790,687,131,0,nawZQJqauuQ
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-10-14T11:00:05.000Z,11,10943,161,14,0,n6BWaOQTPCI
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-10-17T11:00:04.000Z,11,19133,256,20,0,pcRnA4g7gKc
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-23T11:00:01.000Z,254,179693,1592,226,0,8ZS7Rpu7Slw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-19T11:00:02.000Z,24,40628,469,56,0,ihjL61DNZhc
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-16T11:00:03.000Z,21,5333,27,64,0,qFMfUQ6A8uY
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-14T11:00:00.000Z,2,8727,105,15,0,CPscWcHnPe4
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-12T14:30:01.000Z,576,829951,17487,353,0,_y3xAuAeyPw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-09T11:00:01.000Z,9,24825,345,17,0,JoSrFJPu-Dg
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-24T11:00:03.000Z,543,755815,13255,256,0,ypS_CKym5NQ
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-15T11:00:03.000Z,228,579541,6866,244,0,iGYEBATkTUs
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-31T11:00:00.000Z,2,10495,146,7,0,F7szX_j8wog
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-02T11:00:01.000Z,120,240026,2786,78,0,QGUQSKsGcTw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-09-05T11:00:03.000Z,35,71126,423,42,0,qXExiVdE_jg
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-29T11:00:01.000Z,419,132383,825,187,0,OxN7NMn3OcQ
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-09T14:54:56.000Z,0,482,4,0,0,o5mkk3zALmw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-09T14:54:23.000Z,0,363,1,0,0,o4ZFH0fMfY8
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-09T14:53:12.000Z,3,1133,17,3,0,mHJ4UYZLEwY
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-09T14:52:24.000Z,1,2767,14,4,0,jkZHUFYSjzw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-09T14:51:32.000Z,0,1030,16,0,0,2TNYWCv4Vo4
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-04T16:21:11.000Z,0,514,6,1,0,43vOTId59WA
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-04T16:20:32.000Z,2,11850,30,3,0,F20N0vVQlXE
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-02T14:37:32.000Z,1,827,12,0,0,9DOqIeK89ig
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-31T16:57:26.000Z,3,2942,40,2,0,1lTqKoxzX9I
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-31T16:57:13.000Z,0,835,2,0,0,AUjkhI9iZBM
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-31T16:56:45.000Z,2,1533,7,2,0,wQ90v9_4l_4
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-31T16:56:17.000Z,0,1192,6,0,0,t8_WY6ZfTJw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-31T00:32:13.000Z,0,1857,7,1,0,qJ-LVRJWMvQ
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-31T00:36:14.000Z,0,1010,10,2,0,7CPRA2wSy14
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-31T00:34:55.000Z,0,856,5,1,0,yrSMaL06Yjo
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-31T00:33:38.000Z,2,3912,19,1,0,VC6JOxIy4nA
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-29T18:29:26.000Z,2,1003,10,0,0,6VpaSULZYYQ
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-29T18:28:50.000Z,0,792,8,1,0,0bSD2weoo1o
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-29T18:29:23.000Z,2,5079,21,1,0,iVaLSbcec_I
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-29T18:30:23.000Z,0,819,4,0,0,H_aYv_BcJ2Q
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-29T18:31:18.000Z,3,1575,9,0,0,YtiKyzqGrLI
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-28T16:37:43.000Z,0,545,7,1,0,bV9vlHe8yMc
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-28T16:37:44.000Z,0,1154,10,4,0,eKWiImb-UAs
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-28T16:37:45.000Z,0,1897,10,1,0,O7vqJ9sHSJU
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-22T11:00:00.000Z,21,11924,100,51,0,4tj53M_WJ78
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-08T11:00:00.000Z,29,23797,409,13,0,44wTt5jhsf8
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-10T11:00:02.000Z,15,70280,854,15,0,cyIgvrAXNmU
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-17T11:00:00.000Z,7,38012,236,31,0,2I722E_pAUc
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-11T11:00:02.000Z,303,652191,17082,215,0,klnWFVYZEmQ
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-18T19:00:02.000Z,25,9621,63,85,0,bhFkT3ZoRHw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-22T11:00:01.000Z,35,44324,183,40,0,hT-ERo5fYQA
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-03T11:00:00.000Z,940,4485310,46744,2368,0,EFxNtTks9VU
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-05T11:00:06.000Z,260,480025,6645,311,0,uJMUfvCGSRs
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-20T11:00:00.000Z,476,868745,9878,662,0,DywjJDDXedY
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-08T11:00:01.000Z,241,267654,3623,151,0,KwRnP8LG13o
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-27T11:00:02.000Z,110,196438,2798,67,0,UWcjpSGwGRM
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-29T11:00:03.000Z,5,29714,325,9,0,uXA9qM5vRiI
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-25T11:00:01.000Z,217,630332,5657,309,0,5CUILpxBfTU
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-06T11:00:02.000Z,14,25201,250,20,0,X3mA9qn4apk
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-15T11:00:03.000Z,210,319983,5146,129,0,TY7jU0MBaTk
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-13T11:00:00.000Z,99,30800,176,269,0,21pw0Wnqpa4
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-08-01T11:00:03.000Z,10,33870,315,11,0,u4Z7iB6eXJw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-06-10T11:00:02.000Z,36,77778,834,20,0,iRsTtzYhTxk
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-06-15T11:00:30.000Z,53,41301,390,104,0,kQRHO3W6-4s
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-06-17T11:00:03.000Z,196,421644,3144,113,0,r6GHPIwkXl0
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-06-20T11:00:03.000Z,36,60689,701,65,0,uIRZdLXOhsw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-06-22T11:00:02.000Z,40,16178,69,198,0,L2kOHRA0C5c
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-06-24T11:00:01.000Z,33,41912,427,40,0,ine_bZdnRbw
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-06-27T11:00:04.000Z,212,177678,2341,199,0,tEnjF-gvIf4
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-06-29T11:00:02.000Z,535,1067691,27667,462,0,hHUNPS0BzYc
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-07-01T11:00:01.000Z,469,495916,11175,227,0,bHVtBET0ZCQ
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-05-09T11:00:00.000Z,51,31965,297,55,0,PHxNMTBI2Us
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-05-11T11:00:01.000Z,97,142592,1847,35,0,Q_ouhkdo-ko
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-05-13T11:00:01.000Z,504,541143,7347,837,0,lmdfC_w43LI
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-05-16T11:00:01.000Z,40,36589,413,27,0,hFuQbLIPeA0
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-05-18T11:00:00.000Z,81,168934,1877,83,0,N57rgLYJVDA
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-05-20T11:00:00.000Z,11,20049,309,7,0,50fLc-QjCfc
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-05-23T11:00:01.000Z,100,243536,2916,188,0,woydwxhohvI
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-05-27T11:00:00.000Z,1010,3541914,65758,1033,0,ButlizwQXnU
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-05-30T11:00:01.000Z,3801,5265792,84345,2673,0,4Xp4z5qlyqs
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-06-01T11:00:01.000Z,373,107833,1214,171,0,FFtZDdISXro
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-06-03T11:00:02.000Z,904,925447,12774,1706,0,yYMbJFC33f8
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-06-06T11:00:00.000Z,246,378988,8484,256,0,3M8n4FMlOOc
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-06-08T11:00:02.000Z,119,92848,917,114,0,eAittX4XU18
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-04-13T11:00:01.000Z,81,129059,1353,48,0,mDbXBubHSBY
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-04-15T11:00:00.000Z,14,37920,420,41,0,F2iGGietTIg
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-04-18T11:00:01.000Z,8,12686,192,17,0,yJS4b1UgddM
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-04-20T11:00:00.000Z,21,15500,97,44,0,6CUACykRrSc
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-04-22T11:00:01.000Z,15,58368,472,17,0,o1E75sf5r28
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-04-25T11:00:02.000Z,376,255764,1637,1060,0,s1mKx1sRibE
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-04-27T11:00:02.000Z,24,48499,489,24,0,v5aR0wCqeE8
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-05-02T11:00:01.000Z,76,59407,389,67,0,OKEFmpS-oP4
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-05-04T11:00:01.000Z,38,31550,161,96,0,eLqvatuQqE4
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-05-06T11:00:01.000Z,71,47544,722,108,0,Phr2GlWA1S8
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-04-01T11:00:03.000Z,117,278161,2905,89,0,zHzj_sr2tXI
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-04-11T11:00:03.000Z,74,222761,3428,81,0,TH0DW5stVxs
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-04-04T11:00:00.000Z,38,91369,798,33,0,TOU7KRFFX9s
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-03-18T11:00:00.000Z,210,1435248,11907,369,0,Adz4l5qEpD4
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-04-01T11:00:01.000Z,5,38693,378,14,0,BkeJkpYp_wQ
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-04-08T11:00:03.000Z,32,43942,414,15,0,Z1DGtd2xxO8
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-04-06T11:00:01.000Z,15,11017,70,94,0,siRp6dU1wEo
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-03-25T11:00:00.000Z,337,759710,9354,306,0,GMhqtYcdxFo
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-02-24T12:00:00.000Z,62,136145,2547,65,0,3ZMQ91z348E
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-03-30T11:00:01.000Z,8,33311,373,14,0,yQ-RFQQCR34
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-03-28T11:00:00.000Z,76,105841,1117,48,0,VUa26aCKrD0
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-03-23T11:00:01.000Z,1929,1557382,29563,1442,0,VvXKY4slKEg
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-03-21T11:00:00.000Z,62,216161,2967,74,0,Fi-BQRZjcYU
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-03-16T11:00:01.000Z,4,30966,223,20,0,3ZvuOVVrW0s
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-03-14T11:00:01.000Z,9,10558,66,37,0,XEz9zPguTUg
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-03-11T12:00:00.000Z,42,29686,320,87,0,WGMZFZRu1fQ
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-03-09T12:00:00.000Z,73,27385,136,126,0,UAfcmDJ5Fvg
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-03-07T12:00:01.000Z,1367,655500,7780,1168,0,-OXxISQaJko
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-03-04T12:00:30.000Z,19,21711,139,93,0,EWeBKh5iWZY
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-03-02T12:00:30.000Z,17,9529,102,20,0,s-owLphoydQ
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-02-29T12:00:30.000Z,26,50363,336,32,0,6Jwx9N-ci0k
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-02-26T12:00:00.000Z,7,47332,355,22,0,bsV4eJamcag
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-02-22T12:00:00.000Z,37,130562,1321,34,0,KMoVgE4Kdag
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-02-19T12:00:01.000Z,107,314382,2845,142,0,4AT73jLE_5Q
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-02-17T12:00:00.000Z,12,70549,606,18,0,XeYCTYE-v1A
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-02-15T12:00:01.000Z,10,17165,218,13,0,4okJFRnscoM
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-02-12T12:00:01.000Z,71,102227,921,234,0,_s0pUGEWfY4
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-02-10T12:00:02.000Z,87,161026,1779,37,0,n4nCl4eqEmo
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-02-08T12:00:04.000Z,198,409037,4974,211,0,oZfdFzYbX_Q
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-02-05T12:00:01.000Z,541,923272,15870,355,0,yaGIuDDt5xo
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-02-01T12:00:01.000Z,114,49372,401,208,0,Vr56LqNz6GM
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-01-29T12:00:00.000Z,24,91863,1098,31,0,mAGpeJ6V_Ag
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-01-27T12:00:00.000Z,41,71864,615,53,0,ABp1GFJcRK8
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-01-25T12:00:01.000Z,33,56891,668,40,0,QSdYvoaws-0
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-01-22T12:00:01.000Z,93,223378,1814,73,0,RJDWAth_7-A
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2015-12-23T12:00:01.000Z,100,148558,1888,36,0,k1ZBoSEzC50
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2015-12-14T12:00:02.000Z,28,22035,104,41,0,weWj7EbeF-c
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2015-12-25T12:00:00.000Z,264,307538,5571,196,0,FYSolW3beKk
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-01-06T12:00:01.000Z,1815,6800929,95286,1633,0,mm1HgQbXFEE
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-01-01T12:00:02.000Z,44,165970,1543,56,0,rJnk1qT9eG0
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-01-20T12:00:02.000Z,221,226762,3056,150,0,rNdztMBSySY
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2016-01-11T12:00:00.000Z,23,78165,618,28,0,EHeCxhzV7fs
Just For Laughs,2011-02-09T17:09:06.000Z,917000,880,272713352,2015-12-07T12:00:01.000Z,28,117768,827,36,0,Z4UtjVAjTuY
