title,published_at,subscriberCount,videoCount,viewCount,video_published_date,video_commentCount,video_viewCount,video_likeCount,video_dislikeCount,video_favoriteCount,video_id
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2020-01-05T04:28:52.000Z,128,283222,3989,201,0,cFfJE3WE25g
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2020-01-03T21:33:25.000Z,48,144749,2157,67,0,BhuidgyWP04
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2019-12-30T19:04:43.000Z,286,214258,4036,627,0,hNKydjMnwKA
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2019-12-29T01:57:54.000Z,346,382168,6908,509,0,6iV_s9ph4Xk
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2019-12-18T19:59:11.000Z,154,160943,2831,65,0,NjSSEubIksg
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2019-12-15T05:00:07.000Z,455,630843,10791,384,0,AQ9UHoKlwT4
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2019-12-08T03:26:54.000Z,1102,1434878,34453,993,0,VjbMqU-3mYE
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2019-11-17T09:05:59.000Z,968,805251,13736,1602,0,ZvUkf44CBnY
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2019-11-09T16:52:50.000Z,604,712720,9142,942,0,Ya0J4owIJ00
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2019-11-05T21:43:47.000Z,487,733164,10768,618,0,4k8L0TXRaWk
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2019-10-25T20:06:38.000Z,493,477955,7013,300,0,2fd6eyB7WyQ
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2019-10-18T23:39:29.000Z,400,1255339,17612,813,0,DNPpICRAuSU
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2019-10-09T23:39:50.000Z,172,541682,6841,473,0,-9TuGQeTNSE
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2019-10-03T18:53:36.000Z,1266,1502795,22349,3088,0,joB04BTZ5p0
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2019-09-26T18:16:36.000Z,218,675241,10412,389,0,W-5at2gJqA0
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2018-10-10T16:51:00.000Z,292,269932,3374,131,0,ucfa_zjHeOs
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2018-05-17T14:00:26.000Z,110,128443,1398,83,0,tKfa3G7ZP-I
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2018-04-20T07:49:32.000Z,204,239708,2775,345,0,DjCO1e5qyG0
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2017-11-21T14:52:34.000Z,563,311610,4845,341,0,cNTU_mg_gJI
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2017-06-15T14:02:55.000Z,1491,4154940,52081,1365,0,cHXfUpFQLAE
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2017-06-22T14:02:38.000Z,4509,8063603,102727,4519,0,BtMd6PbscwE
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2017-06-29T13:00:02.000Z,2135,7680029,68170,4369,0,78cDjLJDRgA
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2017-07-06T12:14:25.000Z,583,3954323,35701,1098,0,8t-J6hJInZI
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2017-07-13T16:57:48.000Z,5504,11496399,95920,16007,0,Xh0-x1RFEOY
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-12-25T17:01:42.000Z,63,211024,1473,158,0,qRctwQRK5jo
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-12-24T22:04:42.000Z,59,218655,1392,162,0,yanSsjaoGKw
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-30T13:54:58.000Z,280,3397668,22775,919,0,QOikLd1P-TU
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-22T14:09:44.000Z,235,2450517,18990,597,0,DRkX8NU1Nos
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-11T13:56:17.000Z,22,128493,641,24,0,rtsqxhRB5sY
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-10T13:56:29.000Z,291,2250206,19305,411,0,FmOrJDnHVss
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:37.000Z,2356,7747370,73671,2829,0,vmI4LP-9a8o
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:37.000Z,345,2477548,22180,617,0,LPSYnmHQm5M
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:37.000Z,789,4270172,42204,1371,0,xb3QLgNtM6g
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:37.000Z,3094,8600394,85794,4170,0,KCQwe_AMo74
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:37.000Z,3854,5916125,43098,7114,0,et61vHRySZ8
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:38.000Z,1803,5583230,45501,1946,0,2tbqV8AtI8I
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:38.000Z,1176,4470943,37614,1124,0,E53qBbsxNXs
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:38.000Z,683,3865936,33546,1401,0,SpBWMwLSDW0
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:38.000Z,1463,4790297,41069,1580,0,WozJf-c7oq8
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:39.000Z,5088,7797723,65991,9303,0,oSzgCDIUzq0
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:39.000Z,1328,5018031,48313,2727,0,DIASrjk0ehM
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:39.000Z,2348,3851765,43419,3556,0,GEVAE3EYoOg
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:39.000Z,4994,13904801,97174,10021,0,uTXemscTJWM
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2017-01-02T20:07:23.000Z,245,1594651,17611,213,0,ApsTWYhK-5c
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:40.000Z,2283,6235672,53344,1943,0,eaO1Sz7-VYQ
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2017-01-02T20:07:32.000Z,2994,5890866,67713,1815,0,3gD1woa_Cbw
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:41.000Z,344,1757744,18406,340,0,E42gaKV1LxI
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:44.000Z,1136,4196056,36781,1487,0,aBQjiFMle0k
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:44.000Z,414,1859306,23423,310,0,ITwPzduUmCw
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:43.000Z,654,4560415,35719,728,0,U4okFm62gxk
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-11-01T08:53:43.000Z,1108,4808686,43019,1165,0,z4KhEj0ai5E
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-10-24T06:09:27.000Z,1280,6143029,43943,1674,0,4mob7prolsg
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-10-24T06:09:27.000Z,1836,8389505,69906,2979,0,goMsCPQYhlQ
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-10-24T06:09:27.000Z,982,5927572,49224,1710,0,LHncWfrCgqk
Russell Peters,2016-08-23T18:09:10.000Z,989000,63,188868436,2016-10-24T06:09:28.000Z,228,1960521,11556,576,0,3bfMUuIz7_g
Rahul Dua,2017-02-24T07:09:14.000Z,411000,5,19603586,2020-01-17T07:01:35.000Z,2600,1868406,82220,3097,0,rsQrVwNUnPc
Rahul Dua,2017-02-24T07:09:14.000Z,411000,5,19603586,2020-01-02T06:35:42.000Z,261,526494,24031,595,0,4X0_kkWlsXw
Rahul Dua,2017-02-24T07:09:14.000Z,411000,5,19603586,2019-09-25T10:34:30.000Z,1235,2899888,96767,2171,0,UPKsIHq3aEI
Rahul Dua,2017-02-24T07:09:14.000Z,411000,5,19603586,2019-04-12T08:19:08.000Z,4994,6725942,235665,7382,0,3wG7K3jV1To
Rahul Dua,2017-02-24T07:09:14.000Z,411000,5,19603586,2019-03-29T05:30:48.000Z,4107,7586063,308054,6208,0,qfxSNL5lskQ
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-22T04:00:05.000Z,95,13991,1545,52,0,v8ibmwgQTi4
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-20T17:00:00.000Z,262,116067,7309,83,0,4_ci1jtdhn8
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-19T19:00:06.000Z,66,69096,2190,46,0,e8TihktHBKs
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-17T20:00:00.000Z,79,49843,1842,48,0,aEgwtAaPQz4
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-18T17:00:09.000Z,529,297402,14519,780,0,ZjahQSyAyRY
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-16T19:00:02.000Z,120,72735,1796,213,0,CBbVzkYAARE
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-17T17:00:16.000Z,36,20822,479,70,0,VMJEVnv-t64
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-15T17:00:11.000Z,85,61886,1452,80,0,sxlqf9PTiNs
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-15T14:00:00.000Z,213,71241,3815,61,0,4w3iy6lZITQ
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-13T17:00:03.000Z,621,268244,6028,1110,0,Fu5FTnN0ne0
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-14T17:00:10.000Z,42,29098,768,39,0,HAgkk5ld4Zc
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-13T19:00:03.000Z,59,51257,1640,29,0,VH7Ry7bbXgE
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-12T17:00:15.000Z,144,45699,2007,101,0,Zl83UhH3s2U
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-11T17:02:02.000Z,530,201212,13577,384,0,epDXTf1f8fg
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-11T05:00:10.000Z,1456,715394,26611,378,0,4Xo3Fq7GGWk
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-10T13:45:01.000Z,17,14833,356,13,0,yjBlr59M6R4
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-08T17:00:09.000Z,549,1060199,31306,462,0,quZU_hA4Pr4
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-09T21:00:04.000Z,119,117435,3401,97,0,I1uii_enLIk
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-07T19:00:00.000Z,473,454706,19077,380,0,1idldDBkfTs
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-06T17:00:02.000Z,239,89688,5868,175,0,8eCg_inRHI4
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-05T17:00:15.000Z,314,65728,1106,1437,0,r7GTcG8ylxk
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-08T14:04:38.000Z,162,36745,1038,174,0,JefgvefFIhE
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-04T17:00:06.000Z,201,112913,3987,138,0,P0Dct5qKYdw
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-03T21:00:15.000Z,55,49104,1236,60,0,rp-l0s3PokA
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-31T23:00:01.000Z,383,275403,11954,257,0,2tRvzLEtciQ
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-02T19:00:06.000Z,1391,1176037,46138,849,0,tjEpBtD6jZ8
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-01T17:00:15.000Z,660,273075,14336,299,0,WTAiFqSATaQ
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-30T17:00:10.000Z,466,279318,7259,715,0,cPQf5XViRCQ
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-31T19:00:00.000Z,97,48698,1425,56,0,3wOpCFSt-7k
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-28T17:00:00.000Z,1133,539377,27402,704,0,262-t-kgw6M
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-06T19:00:02.000Z,278,157800,4771,149,0,IShxyXQ-jO8
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-27T17:00:11.000Z,42,29665,719,84,0,sW2nBxS1s8w
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-26T19:00:03.000Z,396,249207,8224,287,0,qp8IfnE4DUk
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-02-01T14:00:08.000Z,47,59373,1972,52,0,qvGg1zz5Xuk
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-27T21:00:00.000Z,160,106353,2374,181,0,41xrr2-T0eI
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-25T14:00:11.000Z,212,98401,4196,134,0,yyX5zQhxWjE
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-23T17:00:20.000Z,343,228624,12836,298,0,xV2pckragwM
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-30T19:00:05.000Z,116,123905,3132,206,0,dxH2S3pLdIc
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-24T17:00:15.000Z,180,109569,3728,187,0,cw9AmuwUyqA
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-22T17:00:03.000Z,1342,790242,31747,637,0,FVI8ZcVqXls
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-21T03:33:36.000Z,173,60956,2293,120,0,8ysDkN1F3cg
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-19T19:00:04.000Z,79,107207,3252,44,0,Ye5pTJSeJ-8
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-21T17:00:22.000Z,228,185390,6478,88,0,qPHQBZzwIVk
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-20T17:00:13.000Z,32,22238,467,56,0,y41_0BuRGZY
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-16T17:22:35.000Z,152,85686,2619,275,0,W8gnITfHTeI
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-18T14:00:08.000Z,254,287250,9708,196,0,Tud1gNQEHQE
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-17T17:00:00.000Z,143,132689,5291,57,0,0jX49de8G8w
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-15T17:00:06.000Z,118,112337,3850,147,0,KVP6CB_dNP4
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-17T19:00:04.000Z,78,40125,1253,31,0,_H5TjiYrdLY
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-14T17:00:11.000Z,658,368320,14538,557,0,pD57sQ0X6QY
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-13T21:00:10.000Z,89,21967,562,67,0,wjOTQZkFFZA
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-12T19:00:02.000Z,91,36656,1019,69,0,_OqGWJxhFio
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-10T17:00:07.000Z,59,34277,956,50,0,UOTcelJ3lpU
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-11T14:00:14.000Z,247,80461,3151,185,0,rC2lZCH3Jik
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-08T21:00:06.000Z,343,362020,7056,432,0,hokMzeh27jo
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-09T17:00:08.000Z,68,39275,979,124,0,ceKAQSXWjMA
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-07T17:00:09.000Z,304,208013,8085,308,0,_Iordv5jDmU
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-09T19:00:06.000Z,188,133186,4276,207,0,mj0RF69EVBo
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-04T17:00:04.000Z,318,548274,11920,239,0,E9IJtYc7_uw
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-06T17:00:07.000Z,535,325346,10483,214,0,Ynawh8mGDSA
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-02T19:00:04.000Z,27,15345,395,34,0,Gav7XvJsrMw
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-05T17:00:15.000Z,245,342249,8671,323,0,tmxpSFhNJCA
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-02T17:00:21.000Z,1874,806542,34602,1069,0,yOgWRpTiKzE
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-03T09:00:12.000Z,233,224242,4664,367,0,i_xZf9dhh5U
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2020-01-01T17:00:00.000Z,76,31130,1142,53,0,67dUq_hbjO0
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-30T17:00:09.000Z,71,38999,845,155,0,cC-ni9s6kfs
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-31T19:00:08.000Z,417,419338,12377,199,0,_J2OnaDdTtk
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-29T21:00:04.000Z,279,679089,14792,175,0,iP1rMGlUCck
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-26T17:00:08.000Z,321,147836,2656,962,0,VrwPZxht7NU
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-28T21:00:05.000Z,54,29859,910,53,0,eaHav91ERb8
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-27T17:00:07.000Z,154,191056,5190,237,0,b6wWSNgqBS0
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-24T17:00:10.000Z,420,174122,6285,680,0,s9TsiIbLiaU
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-25T19:00:01.000Z,444,217892,6661,371,0,2a65Q0X8R6A
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-20T19:42:28.000Z,45,38405,1202,34,0,xP6hQre4Plc
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-23T17:00:13.000Z,257,184182,6781,184,0,hpTq84AH5v4
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-22T17:00:02.000Z,149,294369,6408,106,0,DrOWBaoa8k4
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-21T19:00:02.000Z,155,113337,2542,194,0,DsMPMST47G4
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-19T17:00:06.000Z,761,680748,21263,685,0,KMMIqcbGIGY
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-18T17:00:04.000Z,150,47489,1496,110,0,CSL8QYlpy8Q
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-16T17:00:21.000Z,488,291718,10696,753,0,oODKQHKRUfI
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-15T17:00:10.000Z,183,103189,3933,174,0,VlZ_jIRJcFo
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-14T17:00:01.000Z,351,413086,12681,503,0,CTvmd70Of5c
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-10T17:00:02.000Z,135,163071,4719,245,0,7ctnVJufnvU
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-11T17:00:05.000Z,117,114317,2409,100,0,DGQsDF_r9Cg
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-09T19:00:01.000Z,197,162094,3396,400,0,1HGOWKcuqwQ
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-07T17:00:05.000Z,61,73428,1447,89,0,IMy9D9J0OdY
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-08T17:00:11.000Z,519,502634,14045,285,0,royjajAbcS8
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-07T14:00:02.000Z,203,93355,3361,136,0,HlIvnBRgfgw
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-09T15:55:34.000Z,84,45248,797,24,0,WqgNlmwbeLo
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-06T17:00:01.000Z,37,20783,773,15,0,2KyHsWrG5eY
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-12T17:00:05.000Z,517,180379,7884,465,0,Mz2GaCxJxgA
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-17T17:00:02.000Z,883,406842,17907,331,0,HptzuoplctA
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-05T17:00:11.000Z,2342,2443053,98448,1529,0,gR9izDp89c0
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-04T17:00:13.000Z,37,28571,946,46,0,Qi6qQZEK4JM
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-05T19:00:09.000Z,44,15445,434,48,0,hhEEurWhK0Y
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-03T16:53:59.000Z,896,469124,23174,651,0,XHKcGlK7pRg
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-02T17:00:08.000Z,585,442764,16586,280,0,cGzP1wdsZso
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-03T19:00:10.000Z,278,232881,6247,246,0,nRi19BZciM8
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-02T19:00:05.000Z,226,104399,4082,148,0,Y7mHV1NZW9s
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-12-01T17:00:00.000Z,335,404844,13819,242,0,2qqu8zJALK8
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-28T17:00:00.000Z,916,436175,17399,301,0,aLp6xhlifzo
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-30T17:00:15.000Z,140,267383,4673,107,0,zhcPmqvIiQo
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-26T17:05:46.000Z,78,29868,1236,57,0,ZcwqoC_uHig
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-26T19:00:08.000Z,372,244680,6496,481,0,dmjxIs3pS-U
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-25T16:58:07.000Z,91,83664,1944,112,0,76z_27Nsnk0
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-27T16:45:00.000Z,424,212214,6728,411,0,Kwk-vhJSZ7U
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-24T16:51:30.000Z,263,73110,1977,211,0,mk1o3PskpGM
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-23T17:00:11.000Z,115,53650,1053,201,0,XJdSEehsZiY
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-22T17:00:08.000Z,33,29056,683,64,0,TXtPbO0f41c
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-24T19:00:00.000Z,362,238036,7589,368,0,IT-CwIRYt-8
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-23T19:00:03.000Z,254,176102,5899,176,0,ZKAYkTT2s8I
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-21T19:00:02.000Z,24,13345,340,24,0,M84_NIq0UxE
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-20T16:55:09.000Z,1813,2991660,68517,2424,0,EQdeHNWf-0I
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-19T19:00:09.000Z,19,12854,242,39,0,lCyt-WQVUOo
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-19T16:52:52.000Z,438,452805,13616,495,0,AO34qHJjZ-c
Comedy Central Stand-Up,2018-08-29T18:55:32.000Z,1000000,843,406085540,2019-11-18T19:00:04.000Z,826,498931,15984,759,0,WkJnvvBwDWY
